##,name,portal,"NCBI Taxon","assembly length","#of genes","is public","is published","is superseded","superseded by","publication(s)","pubmed id(s)"
743,"Fonsecaea multimorphosa CBS 102226",Fonmu1,1442371,33447075,12369,Y,Y,N,,"Teixeira MM et al.,2017","28348446"
744,"Capronia coronata CBS 617.96",Capcor1,1182541,25807613,9231,Y,Y,N,,"Teixeira MM et al.,2017","28348446"
745,"Cladophialophora carrionii CBS 160.54",Claca1,1279043,28991111,10373,Y,Y,N,,"Teixeira MM et al.,2017","28348446"
746,"Verruconis gallopava",Verga1,253628,31780469,11357,Y,Y,N,,"Teixeira MM et al.,2017","28348446"
747,"Cladophialophora bantiana CBS 173.52",Claba1,1442370,36722552,12762,Y,Y,N,,"Teixeira MM et al.,2017","28348446"
748,"Cyphellophora europaea CBS 101466",Cypeu1,1220924,28781303,11094,Y,Y,N,,"Teixeira MM et al.,2017","28348446"
749,"Capronia epimyces CBS 606.96",Capep1,1182542,28889638,10469,Y,Y,N,,"Teixeira MM et al.,2017","28348446"
750,"Cladophialophora yegresii CBS 114405",Claye1,1182544,27898422,10118,Y,Y,N,,"Teixeira MM et al.,2017","28348446"
751,"Cladophialophora psammophila CBS 110553",Claps1,1182543,39420127,13421,Y,Y,N,,"Teixeira MM et al.,2017","28348446"
752,"Exophiala spinifera CBS89968",Exosp1,91928,32912349,12049,Y,Y,N,,"Teixeira MM et al.,2017","28348446"
753,"Exophiala sideris CBS121828",Exosi1,1016849,29505589,11120,Y,Y,N,,"Teixeira MM et al.,2017","28348446"
754,"Exophiala oligosperma CBS72588",Exool1,215243,38224514,13234,Y,Y,N,,"Teixeira MM et al.,2017","28348446"
755,"Exophiala xenobiotica CBS118157",Exoxe1,348802,31405760,13187,Y,Y,N,,"Teixeira MM et al.,2017","28348446"
756,"Exophiala mesophila CBS40295",Exome1,212818,29273723,10347,Y,Y,N,,"Teixeira MM et al.,2017","28348446"
757,"Exophiala aquamarina CBS 119918",Exoaq1,1182545,41566958,13118,Y,Y,N,,"Teixeira MM et al.,2017","28348446"
758,"Colletotrichum phormii CBS102054 v1.0",Colph1,359342,51666170,15209,Y,N,N,,,
759,"Exophiala dermatitidis UT8656",Exode1,858893,26350763,9562,Y,Y,N,,"Chen Z et al.,2014~Teixeira MM et al.,2017","24496724 28348446"
760,"Kuraishia capsulata CBS 1993",Kurca1,1382522,11371246,6029,Y,Y,N,,"Morales L et al.,2013","24317973"
761,"Gymnopilus junonius AH 44721 v1.0",Gymjun1,109634,59461163,16444,Y,N,N,,,
762,"Porodaedalea chrysoloma FP-135951 v1.0",Porchr1,74615,44689624,13562,Y,N,N,,,
763,"Zychaea mexicana RSA 1403 v1.0",Zycmex1,64656,50638590,14004,Y,N,N,,,
764,"Catenaria anguillulae PL171 v2.0",Catan2,109876,41337528,12804,Y,Y,N,,"Mondo SJ et al.,2017","28481340"
765,"Neocallimastix californiae G1 v1.0",Neosp1,1754190,193032486,20219,Y,Y,N,,"Haitjema CH et al.,2017","28555641"
766,"Anaeromyces robustus v1.0",Anasp1,1754192,71685009,12832,Y,Y,N,,"Haitjema CH et al.,2017~Mondo SJ et al.,2017","28555641 28481340"
767,"Piromyces finnis v3.0",Pirfi3,1754191,56455805,10992,Y,Y,N,,"Haitjema CH et al.,2017~Mondo SJ et al.,2017","28555641 28481340"
768,"Hypoxylon sp. EC38 v3.0",HypEC38_3,1001937,47717833,12534,Y,Y,N,,"Wu W et al.,2017","28078400"
769,"Cyathus striatus AH 40144 v1.0",Cyastr2,68777,91180015,23513,Y,N,N,,,
770,"Lichtheimia corymbifera JMRC:FSU:9682",Liccor1,1263082,33525905,13404,Y,Y,N,,"Schwartze VU et al.,2014","25121733"
771,"Tuber borchii Tbo3840 v1.0",Tubbor1,42251,97184993,12346,Y,Y,N,,"Murat C et al.,2018","29930051"
772,"Oudemansiella mucida CBS 558.79 v1.0",Oudmuc1,139077,61732987,18562,Y,N,N,,,
773,"Xenasmatella vaga CBS212.54 v1.0",Xenvag1,301416,64171080,20933,Y,N,N,,,
774,"Mycotypha africana NRRL 2978 v1.0",Mycafr1,64632,29202882,10917,Y,N,N,,,
775,"Mucor heterogamus NRRL 1489 v1.0",Zyghet1,101122,54487678,14998,Y,N,N,,,
776,"Sclerogaster hysterangioides SCL2.BST v1.0",Sclhys1_1,1529657,124262113,16656,Y,N,N,,,
777,"Lactarius quietus S23C v1.0",Lacqui1,111141,115901997,18943,Y,N,N,,,
778,"Bolbitius vitellinus SZMC-NL-1974 v1.0",Bolvit1,34439,51241791,14483,Y,N,N,,,
779,"Porodaedalea niemelaei PN71-100-IP13 v1.0",Pornie1_2,175858,53340173,14467,Y,N,N,,,
780,"Hydnopolyporus fimbriatus CBS384.51 v1.0",Hydfim1,378272,34571335,12424,Y,N,N,,,
781,"Anomoporia bombycina ATCC 64506 v1.0",Anobom1,264122,44480112,14617,Y,N,N,,,
782,"Xylaria hypoxylon OSC100004 v1.0",Xylhyp1,37992,42850079,13084,Y,N,N,,,
783,"Gautieria morchelliformis GMNE.BST v1.0",Gaumor1_1,112417,122807766,20331,Y,N,N,,,
784,"Rickenella fibula HBK330-10 v1.0",Ricfib1,264144,59345457,18897,Y,N,N,,,
785,"Sirobasidium intermedium CBS7805 v1.0",Sirint1,89935,21959807,9453,Y,N,N,,,
786,"Cerinomyces ceraceus ATCC 56525 v1.0",Cercer1,1175230,33200339,13489,Y,N,N,,,
787,"Mrakia frigida ATCC 22029 v1.0",Mrafri1,29902,28159101,9516,Y,N,N,,,
788,"Sugiyamaella americana NRRL YB-2067 v1.0",Sugame1,796026,16480292,6288,Y,N,N,,,
789,"Melampsora allii-populina 12AY07 v1.0",Melap1finSC_191,242475,335730080,23089,Y,N,N,,,
790,"Spizellomyces punctatus DAOM BR117",Spipu1,645134,24131112,9424,Y,Y,N,,"Russ C et al.,2016","27540072"
791,"Allomyces macrogynus ATCC 38327",Allma1,578462,57060573,19446,Y,N,N,,,
792,"Puccinia triticina 1-1 BBBD Race 1",Puctr1,630390,135344771,15685,Y,Y,N,,"Cuomo CA et al.,2017","27913634"
793,"Blastomyces dermatitidis SLH14081",Blade1,559298,75353942,11343,Y,Y,N,,"Munoz JF et al.,2015","26439490"
794,"Chionosphaera cuniculicola CBS10063  v1.0",Chicu1,180810,14160267,7187,Y,N,N,,,
795,"Colletotrichum lupini CBS 109225 v1.0",Collu1,145971,58756634,15365,Y,N,N,,,
796,"Melampsora larici-populina v2.0",Mellp2_3,203908,109877997,19550,Y,N,N,,,
797,"Thelebolus stercoreus",Thest1,46453,26091195,8590,Y,N,N,,,
798,"Caliciopsis orientalis",Calor1,380014,28171555,8494,Y,N,N,,,
799,"Protomyces inouyei",Proin1,27332,12201973,7804,Y,N,N,,,
800,"Spathularia flavida",Spafl1,33158,35536079,9941,Y,N,N,,,
801,"Pseudographis elatina",Pseel1,1695903,36124988,11338,Y,N,N,,,
802,"Calosphaeria pulchella",Calpu1,312312,37801971,10200,Y,N,N,,,
803,"Ophiostoma piliferum",Ophpi1,38032,27257965,8564,Y,N,N,,,
804,"Usnea florida ATCC18376 v1.0",Usnflo1,111620,44323432,12649,Y,N,N,,,
805,"Clavispora lusitaniae ATCC 42720",Clalu1_2,306902,12114892,5936,Y,Y,N,,"Butler G et al.,2009","19465905"
806,"Rhodocollybia butyracea AH 40177 v1.0",Rhobut1_1,206335,96282412,22870,Y,N,N,,,
807,"Melanotaenium endogenum CBS481.91 v1.0",Melen1,84746,19167872,6624,Y,N,N,,,
808,"Colletotrichum godetiae CBS 193.32 v1.0",Colgo1,1209918,51652851,16071,Y,N,N,,,
809,"Caloscypha fulgens ATCC 42695 v1.0",Calful1,47187,44839139,9203,Y,N,N,,,
810,"Plectania melastoma CBS 918.72 v1.0",Plemel1,1280572,92513795,16180,Y,N,N,,,
811,"Gyromitra esculenta CBS101906 v1.0",Gyresc1,33161,45046303,11202,Y,N,N,,,
812,"Fellomyces penicillatus Phaff54-35 v1.0",Felpe1,5610,21049006,8340,Y,N,N,,,
813,"Hortaea acidophila CBS 113389 v1.0",Horac1,245834,20432448,9831,Y,N,N,,,
814,"Lineolata rhizophorae ATCC 16933 v1.0",Linrh1,578093,31143728,10230,Y,N,N,,,
815,"Khuskia oryzae ATCC 28132 v1.0",Khuory1,668251,46052188,13375,Y,N,N,,,
816,"Lobosporangium transversale NRRL 3116 v1.0",Lobtra1,64571,42768949,11822,Y,Y,N,,"Mondo SJ et al.,2017","28481340"
817,"Blakeslea trispora NRRL 2456 v1.0",Blatri1,4850,37513922,11687,Y,N,N,,,
818,"Bulgaria inquinans CBS118.31 v1.0",Bulin1,73172,26108822,9864,Y,N,N,,,
819,"Loramyces macrosporus CBS235.53 v1.0",Lorma1,380016,50587134,14665,Y,N,N,,,
820,"Pseudomassariella vexata CBS 129021 v1.0",Pseve2,1141098,44711451,12565,Y,Y,N,,"Mondo SJ et al.,2017","28481340"
821,"Phaeosphaeriaceae sp. PMI_808 v1.0",PhaPMI808,5020,56370691,15864,Y,N,N,,,
822,"Cantharellus anzutake C23 v1.0",Cananz1,36065,120173979,16968,Y,N,N,,,
823,"Pycnoporus puniceus CIRM-BRFM 1868 v1.0",Pycpun1,571087,30261980,10050,Y,N,N,,,
824,"Acidothrix acidophila CBS 136259 v1.0",Aciaci1,1442179,37766571,11057,Y,N,N,,,
825,"Trichoderma asperellum TR356 v1.0",Triasp1,101201,35388325,12320,Y,Y,N,,"Kubicek CP et al.,2019","31189469"
826,"Trichoderma harzianum TR274 v1.0",Trihar1,5544,40870399,13932,Y,Y,N,,"Kubicek CP et al.,2019~Steindorff AS et al.,2014","31189469 24635846"
827,"Artolenzites elegans CIRM-BRFM 1122 v1.0",Artele1122_1,526244,33812861,11945,Y,N,N,,,
828,"Syncephalastrum racemosum NRRL 2496 v1.0",Synrac1,13706,30745403,11124,Y,Y,N,,"Mondo SJ et al.,2017","28481340"
829,"Vararia minispora EC-137 v1.0",Varmin1,1314806,36812209,10962,Y,N,N,,,
830,"Hymenopellis radicata IJFM A160 v1.0",Hymrad1,937743,78586887,27481,Y,N,N,,,
831,"Clohesyomyces aquaticus v1.0",Cloaq1,1231657,49677730,15810,Y,Y,N,,"Mondo SJ et al.,2017","28481340"
832,"Cryptococcus terricola JCM 24523 v1.0",Cryte1,104414,23185503,8560,Y,N,N,,,
833,"Thamnidium elegans v1.0",Thaele1,101142,34252226,13104,Y,N,N,,,
834,"Parasitella parasitica v1.0",Parpar1,35722,32767132,12306,Y,N,N,,,
835,"Tilletiopsis albescens v1.0",Tilalb1,58915,24473709,8471,Y,N,N,,,
836,"Absidia repens NRRL 1336 v1.0",Absrep1,90262,47422896,14919,Y,Y,N,,"Mondo SJ et al.,2017","28481340"
837,"Trichosporon guehoae v1.0",Trigue1,105714,31643199,10572,Y,N,N,,,
838,"Colletotrichum salicis CBS607.94",Colsa1,1209931,48373413,13783,Y,Y,N,,"Baroncelli R et al.,2016","27496087"
839,"Colletotrichum simmondsii CBS122122",Colsi1,703756,50474234,13884,Y,Y,N,,"Baroncelli R et al.,2016","27496087"
840,"Colletotrichum nymphaeae SA-01",Colny1,1460502,49956273,14404,Y,Y,N,,"Baroncelli R et al.,2016","27496087"
841,"Sporopachydermia lactativora Phaff 68-199 v1.0",Spola1,45794,15566190,5498,Y,N,N,,,
842,"Suillus pictus EM44 v1.0",Suipic1,222705,87086403,19349,Y,N,N,,,
843,"Leucosporidiella creatinivora 62-1032 v1.0",Leucr1,106004,26329764,9854,Y,Y,N,,"Mondo SJ et al.,2017","28481340"
844,"Sporidiobolus pararoseus Phaff 68-350 v1.0",Spopa1,5003,21101591,8378,Y,N,N,,,
845,"Cryptococcus wieringae v1.0",Crywi1,104416,19655301,7467,Y,N,N,,,
846,"Naematella encephela UCDFST 68-887.2 v1.0",Treen1,71784,19786307,7964,Y,Y,N,,"Mondo SJ et al.,2017","28481340"
847,"Protomyces lactucaedebilis 12-1054 v1.0",Prola1,56484,12928838,6726,Y,Y,N,,"Mondo SJ et al.,2017","28481340"
848,"Ampelomyces quisqualis HMLAC05119 v1.0",Ampqui1,50730,36811257,11144,Y,N,N,,,
849,"Rhodosporidium toruloides IFO0880 v2.0",Rhoto_IFO0880_2,5286,20811117,7466,Y,Y,N,,"Zhang S et al.,2016","26479039"
850,"Cryptococcus curvatus ATCC 20509 v1.0",Crycu1,57679,19908169,8661,Y,N,N,,,
851,"Colletotrichum fioriniae PJ7",Colfi1,1445577,49002765,13759,Y,Y,N,,"Baroncelli R et al.,2014","24723700"
852,"Pholiota conissans CIRM-BRFM 674 v1.0",Phocon1,109636,43955553,16589,Y,N,N,,,
853,"Agrocybe pediades AH 40210 v1.0",Agrped1,84607,45056484,17281,Y,N,N,,,
854,"Rhizoclosmatium globosum JEL800 v1.0",Rhihy1,329046,57018351,16990,Y,Y,N,,"Mondo SJ et al.,2017","28481340"
855,"Podospora curvicolla TEP21a v1.0",Podcur1,48157,36697324,13440,Y,N,N,,,
856,"Dichomitus squalens CBS464.89 v1.0",Dicsqu464_1,114155,39597219,15295,Y,Y,N,,"Casado Lopez S et al.,2019","31048399"
857,"Dichomitus squalens OM18370.1 v1.0",Dicsqu18370_1,114155,39319619,14950,Y,Y,N,,"Casado Lopez S et al.,2019","31048399"
858,"Coniophora olivacea MUCL 20566 v1.0",Conol1,85977,39071688,14928,Y,Y,N,,"Castanera R et al.,2017","29145801"
859,"Coccomyces strobi CBS 202.91 v1.0",Cocst1,380015,32666196,11537,Y,N,N,,,
860,"Dichomitus squalens CBS463.89 v1.0",Dicsqu463_1,114155,36868345,14946,Y,Y,N,,"Casado Lopez S et al.,2019","31048399"
861,"Elsinoe ampelina CECT 20119 v1.0",Elsamp1,302913,28270677,10209,Y,N,N,,,
862,"Rickenella mellea v1.0 (SZMC22713)",Ricmel1,50990,45069463,17139,Y,Y,N,,"Krizsan K et al.,2019","30902897"
863,"Mortierella elongata AG-77 v2.0",Morel2,310910,49863165,14969,Y,Y,N,,"Uehling J et al.,2017","28076891"
864,"Didymella zeae-maydis 3018",Didma1,259522,32598614,11614,Y,N,N,,,
865,"Crucibulum laeve CBS 166.37 v1.0",Crula1,68775,44728771,14218,Y,Y,N,,"Varga T et al.,2019","30886374"
866,"Paxillus adelphus Ve08.2h10 v2.0",Paxru2,463315,64458135,18999,Y,Y,N,,"Kohler A et al.,2015","25706625"
867,"Pterula gracilis CBS309.79 v1.0",Ptegra1,1884261,34769099,12873,Y,Y,N,,"Varga T et al.,2019","30886374"
868,"Penicillium thymicola DAOMC 180753 v1.0",Penth1,293382,33877935,12467,Y,Y,N,,"Nguyen HDT et al.,2016","27521635"
869,"Fibulobasidium inconspicuum Phaff89-39 v1.0",Fibin1,57688,20291509,8148,Y,N,N,,,
870,"Kalaharituber pfeilii F3 v1.0",Kalpfe1,139406,78991937,15190,Y,N,N,,,
871,"Suillus americanus EM31 v1.0",Suiame1,48561,50809076,17163,Y,N,N,,,
872,"Crepidotus variabilis CBS 506.95 v1.0",Crevar1,179855,38577924,14573,Y,N,N,,,
873,"Lepista nuda CBS 247.69 v1.0",Lepnud1,64659,43493018,14880,Y,N,N,,,
874,"Coprinopsis sclerotiger v1.0",Copscl1,71723,30495150,12039,Y,N,N,,,
875,"Coprinellus pellucidus v1.0",Coppel1,575509,41561493,16047,Y,N,N,,,
876,"Leptodontium sp. PMI_412 v1.0",Leptod1,1485227,73780780,22064,Y,N,N,,,
877,"Coprinopsis marcescibilis CBS121175 v1.0",Copmar1,230819,38912666,14632,Y,Y,N,,"Varga T et al.,2019","30886374"
878,"Pluteus cervinus NL-1719 v1.0",Plucer1,181527,52193021,19818,Y,Y,N,,"Varga T et al.,2019","30886374"
879,"Arthroascus fermentans 17710 v1.0",Artfe1_2,53486,14372669,5449,Y,N,N,,,
880,"Microdochium bolleyi J235TASD1 v1.0",Micbo1,196109,38835037,13177,Y,Y,N,,"David AS et al.,2016","27125481"
881,"Zygoascus hellenicus Y-7136 v1.0",Zyghe1_2,5621,12166546,5430,Y,N,N,,,
882,"Dentipellis sp. KUC8613 v1.0",Densp1,1883078,36706823,14320,Y,Y,N,,"Park H et al.,2019","31482283"
883,"Suillus brevipes Sb2 v2.0",Suibr2,1400700,52027859,21458,Y,Y,N,,"Branco S et al.,2015","25728665"
884,"Coprinellus micaceus FP101781 v2.0",Copmic2,71717,77386123,23559,Y,Y,N,,"Varga T et al.,2019","30886374"
885,"Rhodosporidium toruloides IFO0559_1",Rhoto_IFO0559_1,5286,21148033,8165,Y,Y,N,,"Zhang S et al.,2016","26479039"
886,"Linderina pennispora ATCC 12442 v1.0",Linpe1,61395,26202545,9351,Y,Y,N,,"Mondo SJ et al.,2017","28481340"
887,"Armillaria solidipes 28-4 v1.0",Armost1,1076256,58009494,20811,Y,Y,N,,"Sipos G et al.,2017","29085064"
888,"Basidiobolus meristosporus CBS 931.73 v1.0",Basme2finSC,423460,89489060,16111,Y,Y,N,,"Mondo SJ et al.,2017","28481340"
889,"Suillus decipiens EM49 v1.0",Suidec1,48569,62784544,16894,Y,N,N,,,
890,"Laccaria amethystina LaAM-08-1 v2.0",Lacam2,1095629,52581404,17553,Y,Y,N,,"Kohler A et al.,2015","25706625"
891,"Serendipita vermifera ssp. bescii NFPB0129 v1.0",Sebvebe1,109899,36850610,14208,Y,N,N,,,
892,"Phaeomoniella chlamydospora UCRPC4",Phach1,158046,27513354,6907,Y,Y,N,,"Morales-Cruz A et al.,2015","26084502"
893,"Diplodia seriata DS831",Dipse1,420778,37120944,9343,Y,Y,N,,"Morales-Cruz A et al.,2015","26084502"
894,"Diaporthe ampelina UCDDA912",Diaam1,1214573,47325858,10704,Y,Y,N,,"Morales-Cruz A et al.,2015","26084502"
895,"Morchella importuna SCYDJ1-A1 v1.0",Morimp1,1174673,48802685,11971,Y,Y,N,,"Tan H et al.,2019","31314937"
896,"Heliocybe sulcata OMC1185 v1.0",Helsul1,5364,31948515,12570,Y,Y,N,,"Varga T et al.,2019","30886374"
897,"Lentinellus vulpinus AHS73672-sp v1.0",Lenvul1,156609,34711142,13477,Y,N,N,,,
898,"Meredithblackwellia eburnea MCA 4105 v1.0",Mereb1,1323573,30684950,11135,Y,N,N,,,
899,"Naohidea sebacea CBS 8477 (P95) v1.0",Naose1,112072,20431960,10410,Y,N,N,,,
900,"Pleurotus eryngii ATCC 90797 v1.0",Pleery1,5323,44606964,15960,Y,N,N,,,
901,"Microthyrium microscopicum CBS 115976 v1.0",Micmi1,703497,37120801,12494,Y,N,N,,,
902,"Puccinia graminis f. sp. tritici v2.0",Pucgr2,56615,88644628,15979,Y,Y,N,,"Duplessis S et al.,2011~Cuomo CA et al.,2017","21536894 27913634"
903,"Lizonia empirigonia CBS 542.76 v1.0",Lizem1,1496277,51521545,12467,Y,N,N,,,
904,"Fusarium oxysporum f. sp. lycopersici 4287 v2",Fusox2,426428,61357934,27347,Y,Y,N,,"Ma LJ et al.,2010","20237561"
905,"Fusarium verticillioides 7600 v2",Fusve2,334819,41776161,20553,Y,Y,N,,"Ma LJ et al.,2010~Cuomo CA et al.,2007","20237561 17823352"
906,"Magnaporthiopsis poae ATCC 64411",Magpo1,644358,39503331,12335,Y,Y,N,,"Okagaki LH et al.,2015","26416668"
907,"Suillus granulatus EM37 v1.0",Suigr1,48571,42341223,15802,Y,N,N,,,
908,"Ceratobasidium sp. (anastomosis group I, AG-I) v1.0",CerAGI,305860,58444101,18060,Y,N,N,,,
909,"Rhizopus microsporus ATCC11559 v1.0",Rhimi_ATCC11559_1,58291,24077254,11355,Y,Y,N,,"Lastovetsky OA et al.,2016","27956601"
910,"Rutstroemia firma CBS 115.86 v1.0",Rutfi1,1490168,44266318,13359,Y,N,N,,,
911,"Trametopsis cervina CIRM-BRFM 1824 v1.0",Trace1,1111950,29819895,11836,Y,N,N,,,
912,"Corollospora maritima CBS 119819 v2.0",Corma2,45810,36970979,12991,Y,N,N,,,
913,"Colletotrichum caudatum CBS131602 v1.0",Colca1,5460,44202764,15294,Y,N,N,,,
914,"Setomelanomma holmii CBS 110217 v1.0",Setho1,210430,39179649,14389,Y,N,N,,,
915,"Plectosphaerella cucumerina DS2psM2a2 v1.0",Plecu1,40658,36835440,14254,Y,N,N,,,
916,"Melanospora tiffanyae F1KG0001 v1.0",Melti1,2038071,28361249,8994,Y,N,N,,,
917,"Torpedospora radiata JK5252C v1.0",Torra1,311114,33200036,11634,Y,N,N,,,
918,"Myceliophthora heterothallica CBS 203.75 v1.0",Myche1,1149786,35358904,10061,Y,N,N,,,
919,"Rhizodiscina lignyota CBS 133067 v1.0",Rhili1,1504668,33426352,12801,Y,N,N,,,
920,"Decorospora gaudefroyi v1.0",Decga1,184978,30559368,11835,Y,N,N,,,
921,"Polyporus brumalis BRFM 1820 v1.0",Polbr1,139420,45718511,18244,Y,Y,N,,"Miyauchi S et al.,2018","30061923"
922,"Peniophora sp. CONTA v1.0",Lopni1,1897082,48435708,18999,Y,Y,N,,"Varga T et al.,2019","30886374"
923,"Lollipopaia minuta P26; CBS 116597 v1.0",Lolmi1,151671,37418398,11996,Y,N,N,,,
924,"Onnia scaura P-53A v1.0",Onnsc1,1496296,37098055,12895,Y,N,N,,,
925,"Paxillus ammoniavirescens Pou09.2 v1.0",Paxam1,1132860,35762581,13473,Y,N,N,,,
926,"Suillus hirtellus EM16 v1.0",Suihi1,279518,49942187,17067,Y,N,N,,,
927,"Septobasidium sp. PNB30-8B v1.0",Sepsp1,1884257,27514649,10893,Y,N,N,,,
928,"Thelephora ganbajun P2 v1.0",Thega1,370292,36335475,12643,Y,N,N,,,
929,"Xerocomus badius 84.06 v1.0",Xerba1,36058,38390415,14938,Y,N,N,,,
930,"Hydnum rufescens UP504 v2.0",Hydru2,139363,67135451,18665,Y,N,N,,,
931,"Hyalopycnis blepharistoma ATCC 48560 v1.0",Hyabl1,138530,17929094,7872,Y,N,N,,,
932,"Sympodiomyces attinorum NRRL Y-27639 v1.0",Symat1,254439,14021155,6184,Y,N,N,,,
933,"Ceraceosorus guamensis MCA 4658 v1.0",Cersp1,1522189,24148100,7822,Y,Y,N,,"Kijpornyongpan T et al.,2018","29771364"
934,"Acaromyces ingoldii MCA 4198 v1.0",Acain1,215250,19330111,8025,Y,Y,N,,"Kijpornyongpan T et al.,2018","29771364"
935,"Rhizopus microsporus var. microsporus ATCC52814 v1.0",Rhimi_ATCC52814_1,58291,24950816,11502,Y,Y,N,,"Lastovetsky OA et al.,2016","27956601"
936,"Acephala macrosclerotiorum EW76-UTF0540 v1.0",Acema1,886606,73683338,21024,Y,N,N,,,
937,"Mutinus elegans ME.BST v1.0",Mutel1,288524,52778615,14626,Y,N,N,,,
938,"Clonostachys rosea CBS125111 v1.0",Cloro1,29856,52435476,18639,Y,N,N,,,
939,"Sarcoscypha coccinea ATCC 58028 v1.0",Sarco1,51139,39089751,13738,Y,N,N,,,
940,"Trametes cingulata BRFM 1805 v1.0",Traci1,575983,35002292,14110,Y,N,N,,,
941,"Venturia pirina",Venpi1,415593,40933314,11890,Y,Y,N,,"Deng CH et al.,2017~Cooke IR et al.,2014","28464870 24965097"
942,"Basidioascus undulatus",Basun1,1230402,32128072,6123,Y,N,N,,,
943,"Phialocephala scopiformis 5WS22E1 v1.0",Phisc1,149040,48876257,18573,Y,Y,N,,"Walker AK et al.,2016","26950333"
944,"Loramyces juncicola 46458 v1.0",Lorju1,132173,42679920,14372,Y,N,N,,,
945,"Chionosphaera apobasidialis 52639 v1.0",Chiap1,54742,21830827,9875,Y,N,N,,,
946,"Trichosporon chiarellii MYA-4694 v1.0",Trich1,457529,24807191,7766,Y,N,N,,,
947,"Bimuria novae-zelandiae CBS 107.79 v1.0",Bimnz1,147497,78183505,16681,Y,N,N,,,
948,"Eremothecium gossypii ATCC 10895",Ashgo1_1,284811,9095748,4768,Y,Y,N,,"Dietrich FS et al.,2004","15001715"
949,"Melampsora lini CH5",Melli1,5261,189516653,16335,Y,Y,N,,"Nemri A et al.,2014","24715894"
950,"Trichomonascus petasosporus NRRL YB-2093 v1.0",Tripe1,64416,14462715,6567,Y,N,N,,,
951,"Thelebolus microsporus ATCC 90970 v1.0",Themi1,319061,27344100,10290,Y,N,N,,,
952,"Colletotrichum sublineola CBS 131301 v1.0",Colsu1,1173701,46916122,15208,Y,N,N,,,
953,"Paraconiothyrium sporulosum AP3s5-JAC2a v1.0",Parsp1,1460663,38464024,14745,Y,Y,N,,"Zeiner CA et al.,2016","27434633"
954,"Colletotrichum zoysiae MAFF235873 v1.0",Colzo1,1216348,46533813,15326,Y,N,N,,,
955,"Colletotrichum somersetensis CBS 131599 v1.0",Colso1,1500509,53667270,15193,Y,N,N,,,
956,"Pyrenochaeta sp. DS3sAY3a v1.0",Pyrsp1,765867,38501010,14995,Y,Y,N,,"Zeiner CA et al.,2016","27434633"
957,"Colletotrichum eremochloae CBS129661 v1.0",Coler1,1173702,47210890,15169,Y,N,N,,,
958,"Eremomyces bilateralis CBS 781.70 v1.0",Erebi1,1392243,26864015,9881,Y,N,N,,,
959,"Mytilinidion resinicola CBS 304.34 v1.0",Mytre1,574789,47275052,16794,Y,N,N,,,
960,"Colletotrichum falcatum MAFF306170 v1.0",Colfa1,129314,49085377,15619,Y,N,N,,,
961,"Cephaloascus fragrans 12-1022 v1.0",Cepfr1_1,27311,13697830,5717,Y,N,N,,,
962,"Blastobotrys (Arxula) adeninivorans",Arxad1,1401090,11804616,6119,Y,Y,N,,"Kunze G et al.,2014","24834124"
963,"Pseudomicrostroma glucosiphilum gen et sp. nov. MCA 4718 v1.0",Rhodsp1,1684307,17184282,6681,Y,Y,N,,"Kijpornyongpan T et al.,2018","29771364"
964,"Cephaloascus albidus ATCC 66658 v1.0",Cepal1_1,43958,15275007,6196,Y,N,N,,,
965,"Glonium stellatum CBS 207.34 v1.0",Glost2,574774,40521621,14362,Y,Y,N,,"Peter M et al.,2016","27601008"
966,"Xanthoria parietina 46-1-SA22 v1.1",Xanpa2,714311,31900637,11065,Y,N,N,,,
967,"Kazachstania africana CBS 2517",Kazaf1,1071382,11130140,5378,Y,Y,N,,"Gordon JL et al.,2011","22123960"
968,"Torulaspora delbrueckii CBS 1146",Torde1,4950,9220678,4972,Y,Y,N,,"Gordon JL et al.,2011","22123960"
969,"Zygosaccharomyces rouxii CBS732",Zygro1,4956,9764635,4991,Y,Y,N,,"Souciet JL et al.,2009","19525356"
970,"Rhodosporidium toruloides NP11",Rhoto1,1130832,20223942,8140,Y,Y,N,,"Zhu Z et al.,2012","23047670"
971,"Trinosporium guianense CBS132537 v1.0",Trigu1,1196434,24228379,8062,Y,N,N,,,
972,"Violaceomyces palustris SA 807 v1.0",Ustsp1,1673888,27323055,8060,Y,Y,N,,"Kijpornyongpan T et al.,2018~Albu S et al.,2015","29771364 26297779"
973,"Marasmius fiardii PR-910 v1.0",Marfi1,1328755,59447912,17098,Y,N,N,,,
974,"Meira miltonrushii MCA 3882 v1.0",Meimi1,1280837,17383515,7452,Y,Y,N,,"Kijpornyongpan T et al.,2018","29771364"
975,"Jaminaea sp. MCA 5214 v1.0",Jamsp1,1569628,16615586,6858,Y,Y,N,,"Kijpornyongpan T et al.,2018","29771364"
976,"Ascodesmis nigricans CBS 389.68 v1.0",Ascni1,341454,27385218,9622,Y,Y,N,,"Lutkenhaus R et al.,2019","31604798"
977,"Tilletiopsis washingtonensis MCA 4186 v1.0",Tilwa1,58919,18761941,7011,Y,Y,N,,"Kijpornyongpan T et al.,2018","29771364"
978,"Testicularia cyperi MCA 3645 v1.0",Tescy1,1882483,20778962,7069,Y,Y,N,,"Kijpornyongpan T et al.,2018","29771364"
979,"Panus rudis PR-1116 ss-1 v1.0",Panru1,48022,36358364,13568,Y,N,N,,,
