"","species","genect","genelen_mean","genelen_sd","intronlen_mean","intronlen_sd","intronct_mean","intronct_sd","exonlen_mean","exonlen_sd","genome_size","contig_count"
"Mytre1","Mytre1",16794,"1210.004","980.080","87.244","112.009","1.747","1.903","440.435","539.250",47275052,73
"Myxme1","Myxme1",6299,"1709.711","1068.726","76.942","68.376","1.815","1.713","607.278","660.770",15330035,24
"Nadfu1","Nadfu1",5657,"1536.911","1099.673","151.857","240.317","0.567","0.974","981.077","1039.402",13746944,20
"Treen1","Treen1",7964,"1658.164","1061.190","70.730","62.088","5.465","4.438","256.490","305.872",19786307,151
"Naifl1","Naifl1",13270,"1366.313","1056.543","95.929","193.493","4.336","4.491","256.037","329.328",52667713,1417
"Nakbac1","Nakbac1",5086,"1499.719","1078.289","318.943","386.633","0.021","0.146","1469.384","1086.595",10993726,36
"Nakdel1","Nakdel1",5103,"1497.328","1089.277","285.641","232.579","0.018","0.136","1470.811","1096.828",10932331,28
"Nakwi1","Nakwi1",5490,"1498.812","1131.425","154.369","227.591","0.307","0.661","1147.146","1068.651",10857285,131
"Naose1","Naose1",10410,"1152.537","920.816","46.118","31.283","4.182","3.854","222.406","249.667",20431960,124
"Necha2","Necha2",15707,"1503.258","1014.014","82.297","138.639","2.081","1.996","487.976","613.956",51286497,209
"Necsp1","Necsp1",8044,"1708.529","1136.398","105.742","127.856","1.657","1.683","643.117","755.003",25479315,35
"Nempa1","Nempa1",2661,"1166.044","875.190","42.500","19.092","0.001","0.027","1165.168","874.736",4071346,65
"Neosp1","Neosp1",20219,"1586.519","1511.248","217.987","179.865","3.250","4.351","373.341","689.208",193032486,1819
"Neopa1","Neopa1",10366,"1277.776","983.119","117.439","126.136","2.160","1.868","404.342","536.548",42592847,1297
"Neoirr1","Neoirr1",6673,"1680.475","1213.517","40.213","26.534","4.276","3.594","318.484","341.502",14591686,7101
"Neole1","Neole1",13164,"1361.028","993.391","66.635","136.618","4.713","4.706","238.221","284.780",35640188,331
"Neodi1","Neodi1",12685,"1554.935","1243.604","90.229","115.054","1.960","2.074","525.366","687.788",45719213,677
"Neora1","Neora1",22025,"1568.194","1128.076","81.949","101.200","1.927","2.006","535.695","628.326",71715727,82
"Neofi1","Neofi1",10406,"1466.188","1100.307","73.302","54.704","1.978","1.909","492.420","662.019",32551711,976
"Neucr_trp3_1","Neucr_trp3_1",11978,"1830.016","1406.661","124.239","226.318","1.630","1.721","695.827","832.407",40416174,358
"Neucr2","Neucr2",10785,"2266.183","1537.368","116.399","119.630","1.855","1.588","793.687","893.238",41037538,20
"Neucr4830_1","Neucr4830_1",10586,"1712.131","1216.653","122.438","136.451","1.664","1.702","642.763","779.691",37056930,93
"Neudi1","Neudi1",9948,"1652.738","1249.508","120.483","203.082","1.702","1.659","611.592","761.698",37302679,176
"Neuhi1","Neuhi1",10446,"1699.386","1230.975","113.933","130.348","1.664","1.641","637.842","779.323",40807401,23
"Neute_matA2","Neute_matA2",10380,"1575.208","1208.880","151.548","493.178","1.723","1.654","578.559","741.555",39146357,81
"Neute_mat_a1","Neute_mat_a1",11189,"1484.904","1225.590","149.508","456.682","1.710","1.666","547.957","720.192",39126702,307
"Niavib1","Niavib1",10400,"1516.526","1000.993","62.305","37.725","5.220","4.797","243.818","294.345",26355186,1114
"Nieex1","Nieex1",13499,"1398.902","1259.416","83.878","119.898","1.747","1.954","509.271","694.171",35381739,34
"Nosce1","Nosce1",2060,"982.083","708.913","8.136","11.077","0.003","0.054","979.231","709.847",7860219,5465
"Obbri1","Obbri1",13206,"1432.320","1013.892","66.081","97.693","5.023","4.892","237.811","286.220",34037596,712
"Obemuc1","Obemuc1",15052,"1463.176","1096.500","77.154","74.262","3.389","3.608","333.364","362.938",49458483,905
"Ogapa1","Ogapa1",5325,"1409.635","981.324","64.512","85.923","0.094","0.321","1289.079","1006.991",8874589,7
"Hanpo2","Hanpo2",5177,"1948.932","1412.613","203.401","1805.828","0.203","0.487","1620.562","1387.731",8974850,7
"Oidma1","Oidma1",16703,"1401.499","1011.684","89.316","247.583","1.972","1.964","471.647","560.068",46426256,100
"Olipa1","Olipa1",14351,"1515.202","955.592","65.443","70.941","4.712","4.381","265.289","319.510",47727729,919
"Ompol1","Ompol1",8171,"1523.803","1168.452","80.182","212.895","6.321","5.866","208.141","267.974",28145093,868
"Onnsc1","Onnsc1",12895,"1145.305","975.376","70.740","68.460","4.123","4.373","223.552","281.351",37098055,834
"Ophdi1","Ophdi1",16027,"1484.559","1093.945","86.228","176.856","1.594","1.667","572.209","661.489",41683814,72
"Ophnu1","Ophnu1",8640,"1667.097","1241.410","113.811","232.395","1.041","1.290","816.630","1034.494",31784886,8
"Ophpic1","Ophpic1",8884,"1674.954","1225.152","121.931","162.516","1.259","1.472","741.346","946.435",32840360,45
"Ophpi1","Ophpi1",8564,"1383.966","1175.667","115.212","135.851","1.241","1.487","617.499","793.051",27257965,3462
"Orpsp1_1","Orpsp1_1",18936,"1148.918","1064.392","162.888","114.787","1.966","2.866","387.419","618.227",100954185,32574
"Oudmuc1","Oudmuc1",18562,"1298.794","865.504","58.833","55.032","4.667","4.435","229.183","259.873",61732987,1386
"Pacta1_2","Pacta1_2",5675,"1585.516","1102.347","161.479","708.355","0.329","0.646","1193.185","1084.974",12597116,198
"Bysni1","Bysni1",10584,"1480.062","1166.439","91.150","125.888","2.567","2.364","414.988","583.618",36022454,586
"Paevar1","Paevar1",9270,"1772.159","1131.932","83.261","90.793","2.272","2.063","541.675","666.470",30105809,86
"Paevar_HGY_1","Paevar_HGY_1",9230,"1711.847","1144.246","84.729","101.275","2.358","2.117","509.804","647.799",32365222,126
"Panpap1","Panpap1",17466,"1380.134","959.288","71.660","78.540","4.459","4.425","252.799","305.453",50889730,79
"Panst_KUC8834_1_1","Panst_KUC8834_1_1",15860,"1298.508","923.963","64.234","154.433","4.704","4.898","227.657","271.321",53167499,1562
"Panst_LUM_1_1","Panst_LUM_1_1",15509,"1329.851","919.591","62.388","63.372","5.143","5.049","216.498","254.098",57176556,379
"Panru1","Panru1",13568,"1239.154","981.386","68.415","66.958","4.509","4.534","224.951","282.751",36358364,682
"Papla1","Papla1",7537,"1750.954","1096.548","57.440","46.257","5.331","4.167","276.578","333.156",19510785,24
"Parbr1","Parbr1",7876,"1486.358","1124.047","139.654","149.350","2.485","2.151","426.468","597.970",29059745,65
"Parbra1","Parbra1",8390,"1391.318","1152.330","113.051","141.363","2.073","2.026","452.711","630.616",29952540,57
"Parsp1","Parsp1",14745,"1519.086","1037.985","80.110","100.696","1.688","1.656","565.087","642.333",38464024,61
"Parch1","Parch1",15089,"1656.311","1036.463","75.181","91.092","1.729","1.740","607.031","666.140",40663325,34
"Parsed1","Parsed1",10859,"1487.724","1051.909","86.952","57.756","4.175","4.015","287.474","352.188",27876074,379
"Parpar1","Parpar1",12306,"1339.286","1059.317","72.705","79.891","2.787","2.679","353.660","449.432",32767132,450
"Patat1","Patat1",9794,"1514.057","1119.101","88.008","158.531","1.972","1.929","509.419","645.121",28693344,127
"Paxru2","Paxru2",18999,"1063.247","949.106","70.676","81.177","3.470","4.104","237.839","269.641",64458135,1671
"Paxam1","Paxam1",13473,"1167.725","989.295","66.250","69.594","4.513","4.653","211.826","265.428",35762581,1194
"Paxin1","Paxin1",17968,"1151.603","935.334","94.164","495.257","3.985","4.285","230.997","269.532",58301126,2681
"Penant1","Penant1",11514,"1404.915","1130.423","97.855","183.145","2.135","2.043","448.156","644.999",31454985,700
"Penbi1","Penbi1",13606,"1534.491","1046.114","85.278","168.591","1.982","2.016","514.548","624.879",37537715,132
"Penbr2","Penbr2",11536,"1443.367","1093.053","79.842","177.148","2.089","2.017","467.282","633.480",32114150,35
"PenbrAgRF18_1","PenbrAgRF18_1",12343,"1591.968","1110.093","72.759","127.591","2.022","1.990","526.829","658.815",31680764,73
"Penca1","Penca1",12373,"1612.781","1126.506","76.198","134.405","2.116","2.045","517.638","652.856",33260822,62
"PenchWisc1_1","PenchWisc1_1",13671,"1333.311","1050.552","87.260","81.225","2.072","2.009","434.024","610.499",32223735,49
"Pench1","Pench1",11396,"1407.031","1069.341","87.379","184.133","2.116","2.008","451.511","614.798",31340922,27
"Pencop1","Pencop1",8999,"2260.059","1793.147","75.555","89.827","2.559","2.450","635.095","785.393",28360408,91
"Pendec1","Pendec1",7149,"2237.880","1765.424","77.017","104.878","2.500","2.329","639.330","789.184",23940802,403
"Pendi1","Pendi1",9118,"1390.846","1207.600","79.524","72.989","1.666","1.876","521.775","730.060",25956151,100
"Pendig1","Pendig1",8946,"1370.717","1187.494","78.937","71.355","1.685","1.884","510.594","710.574",24884312,561
"Penex1","Penex1",11807,"1656.739","1152.053","78.791","145.272","2.194","2.370","518.670","665.529",32451619,12
"Penexp1","Penexp1",11023,"1512.096","1187.523","80.577","82.443","2.139","2.239","481.674","667.902",32065046,270
"Penfe1","Penfe1",11300,"1652.150","1095.651","76.935","153.595","2.124","2.127","528.905","651.494",30197732,20
"Penfla1","Penfla1",10994,"1870.998","1475.575","79.819","107.431","2.298","2.267","567.254","703.517",32903267,260
"Pengl1","Pengl1",12328,"1617.493","1089.049","78.043","167.801","2.046","2.030","531.037","656.774",33163077,117
"Pengri1","Pengri1",9630,"1563.776","1216.100","78.302","80.756","2.164","2.227","494.181","691.732",29140916,92
"Penita1","Penita1",9996,"1431.083","1189.647","80.281","77.603","1.967","2.149","482.270","669.899",30164421,1632
"Penja1","Penja1",12098,"1584.837","1090.103","90.970","197.306","2.067","2.103","516.774","642.660",35149264,94
"Penla1","Penla1",10698,"1629.886","1120.139","76.950","119.924","2.096","2.067","526.465","667.174",29053594,13
"Pennal1","Pennal1",11853,"1624.897","1246.245","90.000","176.612","2.055","2.032","531.909","663.438",32980092,1954
"Pennord1","Pennord1",12959,"1236.868","1096.392","82.525","77.560","1.833","1.908","436.579","634.887",30844022,996
"Penox1","Penox1",9979,"1368.487","1157.154","117.447","339.579","1.951","1.925","463.674","679.792",30177368,9
"Penpol1","Penpol1",10694,"1964.821","1485.379","80.538","121.629","2.396","2.310","578.582","719.916",32376562,74
"Penra1","Penra1",11368,"1621.601","1156.306","77.055","170.218","2.108","2.121","521.717","674.863",31444823,76
"Pensol1","Pensol1",11889,"1432.149","1094.232","82.794","133.407","2.045","2.023","470.328","642.008",33184895,597
"Pensoli1","Pensoli1",11843,"1607.911","1091.181","74.314","75.386","2.101","2.048","518.544","651.760",31749581,264
"ThyNC0857_1","ThyNC0857_1",9624,"1685.544","1136.497","71.238","84.396","2.150","2.121","535.121","681.643",25598829,20
"Penste1","Penste1",10362,"2117.906","1572.048","83.639","101.150","2.416","2.285","619.954","746.574",32109558,84
"Pensub1","Pensub1",14188,"1248.506","1030.588","121.458","180.942","1.463","1.638","506.920","647.781",39803164,776
"Penswi1","Penswi1",12802,"1648.855","1121.475","76.111","82.722","2.091","2.072","533.505","656.734",34125416,155
"Penth1","Penth1",12467,"1402.879","1118.863","87.856","123.195","2.036","2.050","462.128","628.618",33877935,2167
"Penvul1","Penvul1",10278,"1933.174","1513.977","77.934","103.083","2.347","2.234","577.592","727.150",31032801,659
"Lopni1","Lopni1",18999,"1301.671","943.870","64.626","63.650","4.072","3.955","256.628","335.227",48435708,217
"Ricme1","Ricme1",18952,"1434.036","959.575","65.700","191.938","3.977","3.872","288.157","356.009",46030792,1092
"Perma1","Perma1",18750,"1231.985","1046.251","89.195","115.381","1.588","1.715","475.979","600.509",54992973,1566
"Pestal1","Pestal1",15180,"1697.945","1035.099","90.666","119.751","1.826","1.894","600.727","672.919",46406735,24
"Petxy1","Petxy1",5982,"1515.781","1104.518","193.574","266.166","0.246","0.573","1216.611","1090.786",12957929,234
"Pezech1","Pezech1",10991,"1619.654","1155.894","101.266","119.693","2.434","2.812","471.641","562.558",63768826,241
"Phaal1","Phaal1",8834,"1331.496","1043.986","101.276","108.232","1.780","1.765","478.907","624.889",47465449,624
"PhaeoFL0889_1","PhaeoFL0889_1",17000,"1622.665","1046.338","75.931","77.227","2.060","2.101","530.232","641.931",48117814,56
"Phach1","Phach1",6907,"1640.980","1180.999","117.379","168.013","1.794","1.919","587.297","794.364",27513354,702
"ClaNC0930_1","ClaNC0930_1",13036,"1786.287","1090.333","73.648","70.412","1.806","1.859","636.648","749.136",39284845,22
"Phapla1","Phapla1",15386,"1461.160","939.930","68.488","75.462","4.875","4.559","248.694","293.663",59053793,721
"Phapo1","Phapo1",12804,"1671.428","1070.530","74.894","85.368","1.754","1.701","606.965","678.126",34077024,26
"PhaPMI808","PhaPMI808",15864,"1451.787","1105.816","79.590","103.086","1.720","2.083","533.821","631.037",56370691,591
"Phaca1","Phaca1",13937,"1445.516","1090.992","73.177","324.625","4.364","4.599","269.481","339.261",46293355,1137
"Phchr2","Phchr2",13602,"1400.774","969.453","64.311","162.019","4.411","4.286","258.866","307.821",35149519,232
"Phaart1","Phaart1",14495,"1384.300","1043.417","120.280","93.817","3.693","3.580","294.980","373.980",47605836,150
"Phefer1","Phefer1",11139,"1484.050","1003.750","69.720","60.968","5.548","4.788","226.639","270.209",36888899,661
"Pheign1_1","Pheign1_1",10795,"1577.675","1047.792","67.963","58.428","5.433","4.664","245.248","300.519",49445347,485
"Pheni1","Pheni1",14140,"1439.851","963.154","72.104","70.270","4.866","4.523","245.467","292.018",56764883,696
"Phisc1","Phisc1",18573,"1490.906","1011.554","76.270","90.655","2.074","2.078","485.017","564.855",48876257,71
"Phiatt1","Phiatt1",11848,"1436.627","972.227","94.238","167.902","1.278","1.486","630.623","694.950",30363635,131
"Phlbr1","Phlbr1",16170,"1273.614","943.271","75.891","209.626","4.661","4.652","224.962","273.586",49963746,1645
"Phlcen1","Phlcen1",13785,"1134.316","1016.333","77.609","95.658","3.143","3.931","273.778","337.812",34848156,3022
"Phlrad1","Phlrad1",14629,"1463.463","1103.003","70.233","95.040","5.457","5.055","226.637","338.546",40407200,92
"Phlgi1","Phlgi1",11891,"1380.002","959.004","66.791","116.399","4.998","4.576","230.094","274.038",30143925,573
"Phoaln1","Phoaln1",14858,"1358.250","960.295","69.528","72.808","4.970","4.848","227.531","273.488",75008219,976
"Phocon1","Phocon1",16589,"1196.234","951.935","67.030","62.575","4.351","4.667","223.558","294.205",43955553,1310
"Phohig1","Phohig1",17004,"1443.869","928.711","71.255","76.361","5.261","4.881","230.600","275.055",66044324,701
"Phomu1","Phomu1",12099,"1675.669","1060.618","73.868","89.670","1.632","1.557","636.604","702.230",33277225,78
"Photr1","Photr1",13209,"1555.159","1105.489","82.116","123.847","1.668","1.698","582.953","678.465",34242632,273
"Phybl2","Phybl2",16528,"1127.990","884.824","141.486","231.982","3.532","3.490","248.901","322.004",53939167,80
"PnitS607_1","PnitS607_1",11669,"1400.371","1069.479","75.284","69.156","3.756","3.862","294.447","379.232",35560626,226
"PnitS608_1","PnitS608_1",11985,"1399.669","1047.861","76.279","74.853","3.744","3.848","295.060","381.813",37678874,184
"PnitS609_1","PnitS609_1",11877,"1396.357","1045.672","75.855","72.026","3.733","3.878","295.025","379.287",36991456,191
"Phycap1","Phycap1",12063,"1481.194","1029.817","78.583","94.112","1.606","1.691","568.400","652.813",32461131,14
"Phycit1","Phycit1",11368,"1512.920","1069.370","86.062","107.907","1.706","1.787","559.022","662.364",32696106,133
"Phcit1","Phcit1",11101,"1485.997","1021.628","85.839","110.331","1.773","1.783","535.847","618.606",31670975,32
"Phycitr1","Phycitr1",11088,"1491.460","1055.792","79.919","93.844","1.662","1.680","560.245","662.030",28952665,152
"Phcitr1","Phcitr1",11092,"1458.472","1014.372","91.569","128.154","1.663","1.736","547.624","627.165",29162704,25
"Phy27169","Phy27169",11081,"1480.824","1059.012","84.676","102.932","1.657","1.693","557.333","659.501",29529839,134
"Phycpc1","Phycpc1",11259,"1468.215","1045.967","80.494","95.045","1.676","1.715","548.589","650.380",32267666,82
"Pickud1","Pickud1",5134,"1537.811","1107.179","228.126","186.264","0.040","0.204","1478.487","1121.059",10812555,5
"Picme2","Picme2",5546,"1581.306","1125.557","232.412","381.188","0.229","0.602","1286.667","1082.129",11584685,11
"Picpa1","Picpa1",5040,"1430.690","1034.446","104.351","113.748","0.113","0.342","1284.868","1037.127",9216378,4
"Pieho1_1","Pieho1_1",7572,"1390.152","1045.888","77.851","212.581","0.836","1.186","757.119","877.904",16946159,132
"Pilano1","Pilano1",12817,"1295.540","1019.098","86.288","92.718","2.974","2.762","325.996","429.482",34898111,359
"Pilumb1","Pilumb1",10983,"1339.695","1036.964","73.154","74.189","3.506","3.180","297.298","388.667",34772712,496
"Pilcr1","Pilcr1",21583,"1174.819","940.661","74.150","274.796","3.750","4.151","247.309","295.343",59326866,715
"Pipcy3_1","Pipcy3_1",4301,"1122.270","862.753","106.189","128.019","2.012","2.542","372.646","453.806",10748607,1381
"Pipcy2","Pipcy2",3300,"1150.594","935.756","105.109","147.043","1.845","2.482","404.405","494.662",8188260,1004
"Pirin1","Pirin1",11767,"1312.675","1037.247","57.361","55.496","4.157","4.031","254.531","335.093",24979981,1884
"Pirfi3","Pirfi3",10992,"1753.742","1508.450","149.199","132.228","3.954","4.818","354.001","653.834",56455805,232
"PirE2_1","PirE2_1",14648,"1183.185","1217.886","235.196","614.222","2.088","2.753","383.190","635.485",71019055,1656
"Pisalb1","Pisalb1",14890,"1360.918","984.286","67.527","70.620","4.775","4.466","235.664","273.666",87748750,487
"Pisthe227_1","Pisthe227_1",11332,"1354.608","981.878","67.441","66.188","5.078","4.812","222.880","269.859",76507182,718
"Piscro1","Piscro1",12391,"1366.846","987.103","67.252","65.454","5.141","4.844","222.586","268.230",80714400,576
"Pismar1","Pismar1",19504,"1262.554","946.234","70.856","75.576","4.862","4.593","215.363","255.818",122384764,1188
"Pismi1","Pismi1",21063,"982.167","883.518","78.307","251.064","3.041","3.822","243.026","273.114",53027657,1064
"Pisthe1","Pisthe1",10935,"1370.605","1003.898","67.132","65.360","5.060","4.787","226.180","273.669",81921463,287
"Pisti1","Pisti1",22700,"1014.720","867.547","84.286","398.603","3.108","3.865","247.025","275.735",71007534,610
"Plemel1","Plemel1",16180,"1367.270","1063.035","85.066","108.495","2.577","2.593","382.245","447.933",92513795,175
"Plecu1","Plecu1",14166,"1545.281","992.437","76.943","104.351","1.577","1.795","599.623","671.870",36835440,26
"Plecuc1","Plecuc1",12956,"1695.156","1043.297","79.049","102.648","1.817","1.900","601.760","686.810",36520717,11
"Plesi1","Plesi1",13486,"1473.780","1074.347","105.965","357.145","1.810","1.915","524.486","632.281",43176591,193
"Pleav1","Pleav1",11537,"1459.060","1054.043","86.818","106.474","1.917","1.824","500.124","622.959",40969476,104
"Pleery1","Pleery1",15958,"1317.872","959.208","66.050","63.111","4.589","4.521","235.814","279.886",44606964,609
"PleosPC15_2","PleosPC15_2",12330,"1325.263","961.373","74.637","217.526","5.086","4.762","217.772","274.164",34343005,12
"PleosPC9_1","PleosPC9_1",12206,"1310.401","960.183","75.035","247.445","5.081","4.693","215.490","266.889",35630309,572
"Plicr1","Plicr1",13626,"1395.726","969.871","68.673","169.212","4.843","4.783","238.859","287.569",34498416,316
"Plucer1","Plucer1",19818,"1204.611","923.881","66.906","73.508","4.128","4.565","234.922","305.077",52193021,1887
"Pneji1","Pneji1",3520,"1209.558","1059.817","61.221","93.181","4.736","3.971","210.868","269.925",8152515,355
"Pocchl1","Pocchl1",14204,"1385.695","1154.929","89.855","186.281","1.528","1.772","548.165","691.689",44215803,49
"Podan3","Podan3",10580,"1518.791","1156.628","78.988","64.797","1.320","1.361","654.561","811.593",35010595,7
"Podans1","Podans1",11692,"1687.050","1153.323","86.795","100.159","1.444","1.458","690.143","779.315",35544363,7
"Podap1","Podap1",11955,"1696.411","1142.769","105.098","122.750","1.893","1.909","586.466","715.619",39954210,34
"Podcur1","Podcur1",13440,"1508.995","1100.915","87.987","114.406","1.511","1.653","601.004","687.639",36697324,938
"Poddi1","Poddi1",14870,"1651.472","1100.107","101.768","132.897","1.944","1.936","560.940","667.259",48328886,31
"Polci1","Polci1",10582,"1563.413","1114.121","84.605","112.749","1.120","1.463","737.289","869.015",27207581,416
"Polfu1","Polfu1",15194,"1493.616","1022.318","78.143","125.100","1.691","1.750","555.110","631.156",37009770,468
"Polar1","Polar1",17525,"1336.563","928.836","73.836","189.603","4.270","4.314","253.595","301.047",43452342,2540
"Polbr1","Polbr1",18244,"1185.759","907.713","73.374","91.497","4.005","4.323","236.923","291.649",45718511,621
"Polsqu1","Polsqu1",14982,"1437.816","960.150","73.991","90.503","4.903","4.538","243.565","282.845",55468683,1227
"Porchr1","Porchr1",13562,"1400.502","999.625","69.691","67.162","4.773","4.540","242.578","299.477",44689624,496
"Pornie1_2","Pornie1_2",14466,"1377.782","966.551","69.537","66.769","4.821","4.599","236.704","280.799",53340173,951
"Pospl1","Pospl1",9112,"1306.666","923.410","125.815","350.952","5.131","4.701","213.127","265.925",90927236,1243
"PosplRSB12_1","PosplRSB12_1",12541,"1344.480","987.360","97.904","248.422","5.232","4.843","215.734","261.294",42453726,549
"Possti1","Possti1",13548,"1540.427","976.714","66.600","64.235","5.310","4.774","244.113","282.830",62273033,470
"Powhir1","Powhir1",9359,"1701.638","1282.831","83.827","59.709","3.758","3.970","357.614","505.546",29428253,85
"Proin1","Proin1",7804,"1232.443","1043.034","89.469","115.167","0.729","1.112","712.813","815.423",12201973,1535
"Prola1","Prola1",6726,"1398.639","982.909","64.004","98.218","0.648","0.995","848.723","857.001",12928838,44
"Mycfi2","Mycfi2",13107,"1433.101","1063.058","152.456","854.252","2.625","4.260","395.354","628.590",74141167,56
"Pseel1","Pseel1",11338,"1635.826","1282.607","117.745","138.508","2.586","2.542","456.227","617.390",36124988,601
"Pseudest1","Pseudest1",9335,"1325.005","1088.741","92.515","143.935","1.648","1.570","500.320","689.837",35818201,83
"Pseve2","Pseve2",12565,"1498.535","1068.679","87.659","104.162","1.761","1.833","542.719","650.934",44711451,37
"Rhodsp1","Rhodsp1",6681,"1643.822","1298.635","104.626","86.619","1.570","1.530","639.514","923.105",17184282,30
"Psehy1","Psehy1",11232,"1602.249","1136.488","75.909","89.814","1.732","1.680","586.548","702.894",35440147,122
"Psean1_1","Psean1_1",6640,"1823.425","1359.611","234.539","449.905","0.725","1.244","1057.243","1213.080",18065590,27
"Psehu1","Psehu1",7472,"1668.416","1363.946","425.935","597.765","0.466","0.877","1138.172","1275.484",18442938,74
"Psicub1_1","Psicub1_1",13361,"1325.481","962.869","72.847","80.778","5.290","4.863","210.733","270.936",41302601,2939
"Psiser1","Psiser1",15481,"1319.013","965.928","75.225","92.876","5.298","5.100","209.434","273.158",61285081,217
"Ptegra1","Ptegra1",12873,"1405.468","1000.871","68.174","59.888","4.728","4.717","245.353","294.825",34769099,221
"PuccoNC29_1","PuccoNC29_1",28270,"1127.492","1016.627","120.958","200.219","3.450","3.606","253.358","329.147",166280221,1727
"PuccoSD80_1","PuccoSD80_1",26323,"1135.067","1024.597","119.281","194.748","3.407","3.660","257.543","335.033",150467806,1636
"Pucgr2","Pucgr2",15979,"1379.793","1115.333","101.822","70.867","3.548","3.545","303.370","365.737",88644628,392
"Pucstr1","Pucstr1",30249,"1179.386","1001.862","105.143","683.641","3.417","3.699","267.028","355.147",156834097,631
"Pucst_PST78_1","Pucst_PST78_1",20482,"1328.744","1104.893","100.726","114.941","3.294","3.547","309.459","377.148",117311690,9715
"Puctr1","Puctr1",15685,"1449.144","1112.189","92.631","64.421","3.587","3.687","315.920","362.025",135344771,14820
"Punst1","Punst1",11538,"1496.081","1109.837","69.437","145.225","5.227","5.014","240.271","304.121",34171901,195
"Pursp1","Pursp1",13642,"1483.315","1060.370","90.790","109.176","1.642","1.845","561.517","669.448",36077769,433
"Pycci1","Pycci1",10442,"1458.157","1054.216","77.379","82.250","4.870","4.525","248.394","319.420",33670027,784
"Pyccin1","Pyccin1",12533,"1469.220","1003.686","68.808","64.827","4.846","4.564","251.334","297.911",35142616,117
"Pycco1","Pycco1",12690,"1508.913","1007.802","70.242","126.428","4.883","4.691","256.478","308.664",32757930,222
"Pycco1662_1","Pycco1662_1",12798,"1483.136","1013.041","68.506","82.872","4.829","4.691","254.436","306.120",32097360,599
"Pycpun1","Pycpun1",10050,"1570.876","1051.498","67.702","57.062","5.213","4.722","252.819","302.931",30261980,105
"Pycsa1","Pycsa1",14165,"1402.486","994.456","72.770","98.346","4.585","4.613","251.109","298.453",36037304,657
"Pyrly1","Pyrly1",14311,"1539.332","1078.319","77.690","94.147","1.761","1.762","557.551","646.912",40265766,241
"Pyrsp1","Pyrsp1",14995,"1600.826","1057.678","75.656","92.180","1.746","1.771","583.055","652.908",38501010,69
"Pyrtt1","Pyrtt1",11799,"1390.461","1165.279","89.623","169.369","1.504","1.513","555.271","707.741",33583335,6412
"Pyrtr1","Pyrtr1",12141,"1425.047","1104.514","114.212","137.796","1.691","1.526","529.567","666.004",37840464,47
"Pyrco1","Pyrco1",13367,"1092.765","1094.471","179.802","241.834","1.686","1.759","406.869","540.097",50026054,1588
"Pyrdom1","Pyrdom1",11812,"1492.770","1061.528","98.142","124.485","2.047","1.864","489.876","552.375",58392066,78
"Radspe1","Radspe1",10905,"1429.614","1060.126","82.312","64.030","3.897","3.876","291.919","364.275",30409402,36
"Ramac1","Ramac1",19287,"1163.457","965.801","65.580","246.138","4.526","4.881","210.544","244.434",105462249,1553
"Rambr1","Rambr1",9281,"1412.172","1163.616","203.416","294.241","0.477","1.400","955.971","1003.872",25531049,1262
"Rhanym2_1","Rhanym2_1",7650,"1841.675","1263.732","163.061","132.766","3.619","3.320","398.744","516.510",46121050,834
"Rhesp1","Rhesp1",16722,"1607.782","1069.352","82.314","93.877","2.241","2.174","496.140","578.978",62745254,63
"Rhihy1","Rhihy1",16990,"1318.572","1018.327","70.715","78.959","2.996","3.430","329.949","348.746",57018351,437
"Rhiso1","Rhiso1",15157,"1326.784","1046.024","73.146","198.278","4.835","4.638","227.397","328.151",47658641,1600
"Rhili1","Rhili1",12801,"1379.147","930.027","79.595","94.808","1.833","1.715","486.845","591.355",33426352,33
"Rhice1_1","Rhice1_1",21549,"1094.906","907.684","130.292","189.810","3.094","3.705","267.410","351.963",136890557,2592
"Rhidi1","Rhidi1",23252,"1096.368","900.576","128.667","183.190","3.035","3.727","271.691","347.482",125876003,2764
"RhiirA1_1","RhiirA1_1",26659,"932.332","883.608","125.492","182.976","2.601","3.580","258.936","342.013",125868962,11301
"RhiirA4","RhiirA4",25760,"961.063","900.206","127.763","189.107","2.769","3.614","254.998","344.759",138301208,11380
"RhiirA5","RhiirA5",26585,"926.212","879.136","124.272","182.201","2.613","3.564","256.370","339.589",131461109,14626
"RhiirB3","RhiirB3",25164,"954.257","896.140","125.684","185.360","2.717","3.670","256.696","343.966",124893935,10461
"RhiirC2","RhiirC2",26756,"895.895","857.861","123.473","179.000","2.581","3.511","250.170","330.202",122966682,10857
"Gloin1","Gloin1",30282,"890.312","779.487","121.061","187.583","2.463","3.029","257.070","328.268",91083792,28371
"Rhiir2_1","Rhiir2_1",26183,"1139.226","914.580","121.460","173.351","2.918","3.701","290.804","364.954",136807476,1123
"Rhisa1","Rhisa1",18900,"1131.681","910.780","64.091","71.532","3.991","4.301","226.754","271.239",82288552,1976
"Rhitru1","Rhitru1",11852,"1434.695","1006.923","61.323","57.765","5.136","4.740","233.825","274.395",38907862,128
"Rhives1","Rhives1",14218,"1157.245","1102.222","71.360","132.696","4.358","4.933","215.999","275.496",43809644,6700
"Rhivi1","Rhivi1",14469,"1273.554","972.367","70.221","200.157","4.578","4.531","228.332","277.346",36102320,2310
"Rhivul1","Rhivul1",11905,"1458.885","993.855","62.111","60.085","5.392","4.813","228.241","268.770",39902050,1127
